FROM_ID;TO_ID;DURATION_H;DIST_KM
16;0;0,465669444;28,19005
17;1;0,885413889;26,56252
17;2;2,270886111;88,99198
17;3;2,358691667;99,02018
17;4;2,600591667;78,18887
17;5;2,277294444;80,16682
17;6;2,012933333;67,63313
17;7;2,490819444;97,93259
17;8;2,868752778;97,91065
17;9;0,941322222;28,48424
17;10;2,320516667;69,8698
17;11;1,895852778;69,2301
17;12;2,206244444;58,93085
17;13;1,618297222;59,87938
17;14;2,37905;92,7961
17;15;2,169794444;82,45725
17;16;1,704725;71,60002
17;17;0;0
17;18;2,286636111;90,52422
17;19;2,492963889;95,21081
17;20;0,568063889;17,04204
17;21;1,482430556;44,4732
17;22;2,255319444;66,77703
17;23;2,499541667;92,98028
17;24;1,988097222;84,42021
17;25;0,358313889;10,74949
17;26;2,276905556;63,49753
17;27;1,90445;69,03264
17;28;0,727675;21,83039
17;29;1,452033333;43,52178
17;30;2,438333333;94,01541
17;31;2,277719444;68,82111
17;32;2,330127778;98,35663
17;33;1,737422222;51,00064
17;34;2,441533333;95,32676
17;35;2,265666667;88,3919
17;36;2,841852778;89,84412
17;37;2,156666667;74,08783
17;38;0,8007;24,26551
17;39;2,287302778;93,98547
17;40;1,6056;66,70601
17;41;1,910519444;55,89474
17;42;1,826447222;72,93466
17;43;2,021102778;93,58338
17;44;2,472794444;70,49264
17;45;2,095316667;84,15672
17;0;1,694444444;50,07613
18;1;1,836058333;70,32891
18;2;1,428263889;49,57522
18;3;1,516069444;59,60342
18;4;1,7616;71,88011
18;5;1,688525;79,58155
18;6;1,424163889;67,04786
18;7;1,902052778;97,34732
18;8;2,279986111;97,32538
18;9;1,756363889;74,37152
18;10;2,161008333;98,42486
18;11;0,997922222;32,89588
18;12;2,147880556;95,75723
18;13;1,176172222;43,35886
18;14;1,297672222;43,22591
18;15;1,581027778;81,87198
18;16;0,655588889;20,19088
18;17;2,286636111;90,52422
18;18;0;0
18;19;1,385883333;41,54027
18;20;2,036955556;83,03372
18;21;2,213966667;81,52905
18;22;1,655827778;65,49466
18;23;1,910775;92,39501
18;24;0,765666667;22,97018
18;25;2,022169444;82,59011
18;26;1,688138889;62,91225
18;27;1,480219444;53,16961
18;28;2,267413889;89,94753
18;29;1,774797222;68,49106
18;30;1,595711111;54,59864
18;31;1,882522222;86,45791
18;32;1,204547222;42,66416
18;33;1,084838889;47,66689
18;34;1,852766667;94,74148
18;35;1,158588889;34,72135
18;36;2,002863889;83,53537
18;37;1,5679;73,50255
18;38;1,592952778;63,36359
18;39;1,444683333;54,56871
18;40;0,824244444;33,12664
18;41;1,787858333;86,98148
18;42;0,983827778;33,51789
18;43;0,895519444;37,89091
18;44;2,538575;109,45845
18;45;0,969733333;28,46424
18;0;1,047583333;47,11425
19;1;2,042383333;75,01551
19;2;0,961072222;37,74506
